Day	Date 	  Open   	  High   	  Low   	  Close   
Tuesday	16-Jan-01	" 1,287.00 "	" 1,302.60 "	" 1,279.85 "	" 1,293.05 "
Wednesday	17-Jan-01	" 1,299.40 "	" 1,312.35 "	" 1,295.30 "	" 1,297.90 "
Thursday	18-Jan-01	" 1,297.95 "	" 1,309.95 "	" 1,297.95 "	" 1,305.95 "
Friday	19-Jan-01	" 1,306.00 "	" 1,333.50 "	" 1,306.00 "	" 1,329.10 "
Monday	22-Jan-01	" 1,329.30 "	" 1,351.85 "	" 1,329.30 "	" 1,348.00 "
Tuesday	23-Jan-01	" 1,347.95 "	" 1,362.05 "	" 1,346.50 "	" 1,355.20 "
Wednesday	24-Jan-01	" 1,355.35 "	" 1,371.10 "	" 1,355.35 "	" 1,365.95 "
Thursday	25-Jan-01	" 1,366.05 "	" 1,374.20 "	" 1,353.50 "	" 1,370.10 "
Monday	29-Jan-01	" 1,368.55 "	" 1,368.55 "	" 1,312.10 "	" 1,342.05 "
Tuesday	30-Jan-01	" 1,342.10 "	" 1,382.55 "	" 1,342.05 "	" 1,379.70 "
Wednesday	31-Jan-01	" 1,385.85 "	" 1,396.05 "	" 1,369.00 "	" 1,371.70 "
Thursday	1-Feb-01	" 1,371.50 "	" 1,373.50 "	" 1,340.95 "	" 1,359.15 "
Friday	2-Feb-01	" 1,359.10 "	" 1,384.90 "	" 1,355.30 "	" 1,378.85 "
Monday	5-Feb-01	" 1,378.80 "	" 1,392.15 "	" 1,373.45 "	" 1,382.60 "
Tuesday	6-Feb-01	" 1,382.70 "	" 1,395.40 "	" 1,382.70 "	" 1,387.10 "
Wednesday	7-Feb-01	" 1,387.30 "	" 1,391.85 "	" 1,368.05 "	" 1,370.80 "
Thursday	8-Feb-01	" 1,370.65 "	" 1,396.80 "	" 1,365.05 "	" 1,395.50 "
Friday	9-Feb-01	" 1,395.55 "	" 1,416.30 "	" 1,395.55 "	" 1,405.70 "
Monday	12-Feb-01	" 1,405.70 "	" 1,416.45 "	" 1,397.60 "	" 1,402.20 "
Tuesday	13-Feb-01	" 1,402.20 "	" 1,412.70 "	" 1,386.65 "	" 1,391.20 "
Wednesday	14-Feb-01	" 1,393.15 "	" 1,396.35 "	" 1,380.65 "	" 1,393.35 "
Thursday	15-Feb-01	" 1,393.35 "	" 1,421.00 "	" 1,393.35 "	" 1,416.70 "
Friday	16-Feb-01	" 1,415.85 "	" 1,422.95 "	" 1,376.15 "	" 1,381.35 "
Monday	19-Feb-01	" 1,381.40 "	" 1,392.05 "	" 1,369.45 "	" 1,384.80 "
Tuesday	20-Feb-01	" 1,384.85 "	" 1,392.80 "	" 1,380.40 "	" 1,383.85 "
Wednesday	21-Feb-01	" 1,383.90 "	" 1,389.55 "	" 1,364.25 "	" 1,370.10 "
Thursday	22-Feb-01	" 1,370.05 "	" 1,370.05 "	" 1,335.65 "	" 1,355.10 "
Friday	23-Feb-01	" 1,355.10 "	" 1,362.80 "	" 1,314.10 "	" 1,320.45 "
Monday	26-Feb-01	" 1,320.90 "	" 1,325.20 "	" 1,299.05 "	" 1,312.40 "
Tuesday	27-Feb-01	" 1,312.45 "	" 1,324.00 "	" 1,281.90 "	" 1,295.55 "
Wednesday	28-Feb-01	" 1,295.30 "	" 1,362.25 "	" 1,294.60 "	" 1,351.40 "
Thursday	1-Mar-01	" 1,351.75 "	" 1,399.55 "	" 1,345.05 "	" 1,358.05 "
Friday	2-Mar-01	" 1,360.25 "	" 1,386.75 "	" 1,301.80 "	" 1,306.35 "
Monday	5-Mar-01	" 1,304.85 "	" 1,316.45 "	" 1,259.10 "	" 1,271.45 "
Wednesday	7-Mar-01	" 1,272.80 "	" 1,311.10 "	" 1,249.45 "	" 1,290.50 "
Thursday	8-Mar-01	" 1,290.85 "	" 1,307.95 "	" 1,279.30 "	" 1,292.85 "
Friday	9-Mar-01	" 1,292.70 "	" 1,292.70 "	" 1,219.35 "	" 1,254.75 "
Monday	12-Mar-01	" 1,253.25 "	" 1,253.25 "	" 1,193.95 "	" 1,197.95 "
Tuesday	13-Mar-01	" 1,197.85 "	" 1,201.15 "	" 1,098.75 "	" 1,124.70 "
Wednesday	14-Mar-01	" 1,125.15 "	" 1,200.25 "	" 1,114.60 "	" 1,194.20 "
Thursday	15-Mar-01	" 1,191.60 "	" 1,219.70 "	" 1,170.70 "	" 1,217.15 "
Friday	16-Mar-01	" 1,216.90 "	" 1,233.40 "	" 1,179.60 "	" 1,193.55 "
Monday	19-Mar-01	" 1,192.85 "	" 1,201.70 "	" 1,173.15 "	" 1,186.70 "
Tuesday	20-Mar-01	" 1,186.80 "	" 1,193.35 "	" 1,162.35 "	" 1,170.95 "
Wednesday	21-Mar-01	" 1,168.80 "	" 1,212.20 "	" 1,156.15 "	" 1,207.10 "
Thursday	22-Mar-01	" 1,206.45 "	" 1,218.35 "	" 1,184.95 "	" 1,187.55 "
Friday	23-Mar-01	" 1,187.60 "	" 1,196.55 "	" 1,139.65 "	" 1,161.30 "
Monday	26-Mar-01	" 1,159.85 "	" 1,165.65 "	" 1,147.50 "	" 1,161.50 "
Tuesday	27-Mar-01	" 1,161.60 "	" 1,182.70 "	" 1,157.25 "	" 1,177.75 "
Wednesday	28-Mar-01	" 1,177.55 "	" 1,209.60 "	" 1,177.55 "	" 1,206.20 "
Thursday	29-Mar-01	" 1,204.90 "	" 1,210.10 "	" 1,185.00 "	" 1,195.10 "
Friday	30-Mar-01	" 1,195.05 "	" 1,195.25 "	" 1,144.65 "	" 1,148.20 "
Monday	2-Apr-01	" 1,148.10 "	" 1,148.10 "	" 1,094.35 "	" 1,138.10 "
Tuesday	3-Apr-01	" 1,136.65 "	" 1,153.10 "	" 1,128.10 "	" 1,149.25 "
Wednesday	4-Apr-01	" 1,146.10 "	" 1,146.15 "	" 1,120.35 "	" 1,136.65 "
Friday	6-Apr-01	" 1,137.55 "	" 1,171.85 "	" 1,133.05 "	" 1,139.60 "
Monday	9-Apr-01	" 1,137.60 "	" 1,138.55 "	" 1,116.10 "	" 1,128.35 "
Tuesday	10-Apr-01	" 1,129.10 "	" 1,129.75 "	" 1,093.05 "	" 1,103.05 "
Wednesday	11-Apr-01	" 1,104.90 "	" 1,116.85 "	" 1,056.10 "	" 1,066.80 "
Thursday	12-Apr-01	" 1,066.75 "	" 1,066.75 "	" 1,001.80 "	" 1,024.90 "
Monday	16-Apr-01	" 1,024.00 "	" 1,049.40 "	" 1,000.10 "	" 1,044.60 "
Tuesday	17-Apr-01	" 1,044.85 "	" 1,072.90 "	" 1,037.70 "	" 1,067.00 "
Wednesday	18-Apr-01	" 1,066.50 "	" 1,106.30 "	" 1,063.05 "	" 1,103.40 "
Thursday	19-Apr-01	" 1,103.60 "	" 1,159.30 "	" 1,103.60 "	" 1,144.45 "
Friday	20-Apr-01	" 1,145.75 "	" 1,156.45 "	" 1,120.60 "	" 1,144.00 "
Monday	23-Apr-01	" 1,144.05 "	" 1,162.05 "	" 1,137.30 "	" 1,149.75 "
Tuesday	24-Apr-01	" 1,149.60 "	" 1,149.60 "	" 1,128.40 "	" 1,146.30 "
Wednesday	25-Apr-01	" 1,146.50 "	" 1,162.85 "	" 1,142.30 "	" 1,155.35 "
Thursday	26-Apr-01	" 1,155.40 "	" 1,170.20 "	" 1,138.85 "	" 1,143.75 "
Friday	27-Apr-01	" 1,143.65 "	" 1,143.65 "	" 1,078.10 "	" 1,101.30 "
Monday	30-Apr-01	" 1,101.45 "	" 1,127.90 "	" 1,101.45 "	" 1,125.25 "
Wednesday	2-May-01	" 1,125.45 "	" 1,150.65 "	" 1,125.25 "	" 1,137.20 "
Thursday	3-May-01	" 1,137.15 "	" 1,139.85 "	" 1,117.70 "	" 1,122.05 "
Friday	4-May-01	" 1,121.45 "	" 1,131.95 "	" 1,113.65 "	" 1,130.05 "
Monday	7-May-01	" 1,130.05 "	" 1,145.40 "	" 1,130.05 "	" 1,139.20 "
Tuesday	8-May-01	" 1,139.25 "	" 1,151.95 "	" 1,138.20 "	" 1,148.95 "
Wednesday	9-May-01	" 1,149.90 "	" 1,164.30 "	" 1,145.25 "	" 1,149.25 "
Thursday	10-May-01	" 1,149.10 "	" 1,151.60 "	" 1,139.25 "	" 1,144.95 "
Friday	11-May-01	" 1,144.10 "	" 1,146.85 "	" 1,136.90 "	" 1,140.50 "
Monday	14-May-01	" 1,140.45 "	" 1,146.25 "	" 1,134.05 "	" 1,140.80 "
Tuesday	15-May-01	" 1,140.75 "	" 1,147.75 "	" 1,096.25 "	" 1,145.30 "
Wednesday	16-May-01	" 1,147.10 "	" 1,163.15 "	" 1,146.05 "	" 1,151.15 "
Thursday	17-May-01	" 1,151.20 "	" 1,179.00 "	" 1,150.60 "	" 1,174.95 "
Friday	18-May-01	" 1,175.00 "	" 1,187.65 "	" 1,169.20 "	" 1,172.80 "
Monday	21-May-01	" 1,172.95 "	" 1,182.65 "	" 1,166.70 "	" 1,169.45 "
Tuesday	22-May-01	" 1,169.50 "	" 1,176.20 "	" 1,165.65 "	" 1,168.10 "
Wednesday	23-May-01	" 1,168.25 "	" 1,181.80 "	" 1,167.00 "	" 1,179.10 "
Thursday	24-May-01	" 1,179.10 "	" 1,190.15 "	" 1,177.55 "	" 1,181.85 "
Friday	25-May-01	" 1,181.95 "	" 1,188.50 "	" 1,171.35 "	" 1,174.90 "
Monday	28-May-01	" 1,174.95 "	" 1,194.50 "	" 1,174.45 "	" 1,193.20 "
Tuesday	29-May-01	" 1,193.25 "	" 1,202.05 "	" 1,193.25 "	" 1,198.45 "
Wednesday	30-May-01	" 1,199.50 "	" 1,207.00 "	" 1,173.75 "	" 1,177.55 "
Thursday	31-May-01	" 1,177.50 "	" 1,177.50 "	" 1,154.90 "	" 1,167.90 "
Friday	1-Jun-01	" 1,168.10 "	" 1,175.80 "	" 1,146.90 "	" 1,148.05 "
Monday	4-Jun-01	" 1,148.00 "	" 1,154.45 "	" 1,125.35 "	" 1,127.20 "
Tuesday	5-Jun-01	" 1,127.15 "	" 1,130.65 "	" 1,106.80 "	" 1,115.60 "
Wednesday	6-Jun-01	" 1,117.50 "	" 1,132.95 "	" 1,114.00 "	" 1,115.70 "
Thursday	7-Jun-01	" 1,115.05 "	" 1,116.10 "	" 1,095.45 "	" 1,112.35 "
Friday	8-Jun-01	" 1,112.45 "	" 1,128.90 "	" 1,112.45 "	" 1,126.60 "
Monday	11-Jun-01	" 1,126.55 "	" 1,134.80 "	" 1,122.35 "	" 1,131.10 "
Tuesday	12-Jun-01	" 1,131.05 "	" 1,133.30 "	" 1,121.80 "	" 1,127.15 "
Wednesday	13-Jun-01	" 1,127.10 "	" 1,132.95 "	" 1,126.90 "	" 1,129.00 "
Thursday	14-Jun-01	" 1,128.95 "	" 1,128.95 "	" 1,110.15 "	" 1,112.75 "
Friday	15-Jun-01	" 1,112.70 "	" 1,112.70 "	" 1,084.20 "	" 1,087.75 "
Monday	18-Jun-01	" 1,087.75 "	" 1,087.75 "	" 1,064.40 "	" 1,078.30 "
Tuesday	19-Jun-01	" 1,078.25 "	" 1,099.70 "	" 1,075.45 "	" 1,096.65 "
Wednesday	20-Jun-01	" 1,096.35 "	" 1,100.55 "	" 1,084.70 "	" 1,097.60 "
Thursday	21-Jun-01	" 1,097.90 "	" 1,102.45 "	" 1,090.25 "	" 1,095.20 "
Friday	22-Jun-01	" 1,095.85 "	" 1,097.80 "	" 1,081.30 "	" 1,087.65 "
Monday	25-Jun-01	" 1,087.10 "	" 1,087.10 "	" 1,064.40 "	" 1,067.00 "
Tuesday	26-Jun-01	" 1,066.40 "	" 1,099.80 "	" 1,060.05 "	" 1,096.60 "
Wednesday	27-Jun-01	" 1,096.60 "	" 1,102.80 "	" 1,086.75 "	" 1,096.10 "
Thursday	28-Jun-01	" 1,095.85 "	" 1,101.00 "	" 1,090.20 "	" 1,094.00 "
Friday	29-Jun-01	" 1,094.05 "	" 1,114.35 "	" 1,091.05 "	" 1,107.90 "
Monday	2-Jul-01	" 1,108.35 "	" 1,119.55 "	" 1,097.95 "	" 1,100.75 "
Tuesday	3-Jul-01	" 1,097.40 "	" 1,097.40 "	" 1,066.05 "	" 1,069.80 "
Wednesday	4-Jul-01	" 1,068.05 "	" 1,074.60 "	" 1,062.20 "	" 1,067.95 "
Thursday	5-Jul-01	" 1,068.35 "	" 1,079.35 "	" 1,066.95 "	" 1,069.75 "
Friday	6-Jul-01	" 1,069.15 "	" 1,069.15 "	" 1,059.60 "	" 1,065.10 "
Monday	9-Jul-01	" 1,064.80 "	" 1,064.80 "	" 1,052.10 "	" 1,059.50 "
Tuesday	10-Jul-01	" 1,059.95 "	" 1,078.10 "	" 1,059.25 "	" 1,072.05 "
Wednesday	11-Jul-01	" 1,072.15 "	" 1,088.50 "	" 1,068.35 "	" 1,083.65 "
Thursday	12-Jul-01	" 1,083.80 "	" 1,109.00 "	" 1,083.80 "	" 1,105.50 "
Friday	13-Jul-01	" 1,105.70 "	" 1,127.15 "	" 1,103.30 "	" 1,110.45 "
Monday	16-Jul-01	" 1,110.35 "	" 1,116.70 "	" 1,102.45 "	" 1,105.55 "
Tuesday	17-Jul-01	" 1,103.55 "	" 1,106.05 "	" 1,092.50 "	" 1,103.10 "
Wednesday	18-Jul-01	" 1,103.10 "	" 1,108.45 "	" 1,088.10 "	" 1,091.95 "
Thursday	19-Jul-01	" 1,091.35 "	" 1,091.35 "	" 1,079.55 "	" 1,085.90 "
Friday	20-Jul-01	" 1,085.95 "	" 1,089.95 "	" 1,072.75 "	" 1,077.70 "
Monday	23-Jul-01	" 1,076.15 "	" 1,076.15 "	" 1,063.40 "	" 1,070.65 "
Tuesday	24-Jul-01	" 1,065.95 "	" 1,074.75 "	" 1,064.50 "	" 1,072.55 "
Wednesday	25-Jul-01	" 1,072.45 "	" 1,073.95 "	" 1,062.15 "	" 1,064.20 "
Thursday	26-Jul-01	" 1,063.90 "	" 1,066.55 "	" 1,050.15 "	" 1,053.40 "
Friday	27-Jul-01	" 1,053.20 "	" 1,061.20 "	" 1,046.90 "	" 1,051.70 "
Monday	30-Jul-01	" 1,051.45 "	" 1,062.80 "	" 1,050.90 "	" 1,061.45 "
Tuesday	31-Jul-01	" 1,061.45 "	" 1,076.35 "	" 1,053.60 "	" 1,072.85 "
Wednesday	1-Aug-01	" 1,073.00 "	" 1,077.70 "	" 1,059.75 "	" 1,063.15 "
Thursday	2-Aug-01	" 1,064.25 "	" 1,070.05 "	" 1,059.55 "	" 1,066.00 "
Friday	3-Aug-01	" 1,066.40 "	" 1,077.55 "	" 1,066.20 "	" 1,074.60 "
Monday	6-Aug-01	" 1,074.20 "	" 1,082.40 "	" 1,072.55 "	" 1,075.25 "
Tuesday	7-Aug-01	" 1,074.35 "	" 1,079.30 "	" 1,070.20 "	" 1,072.10 "
Wednesday	8-Aug-01	" 1,071.75 "	" 1,072.10 "	" 1,059.55 "	" 1,068.00 "
Thursday	9-Aug-01	" 1,068.10 "	" 1,072.60 "	" 1,061.40 "	" 1,070.65 "
Friday	10-Aug-01	" 1,070.65 "	" 1,076.70 "	" 1,069.05 "	" 1,071.15 "
Monday	13-Aug-01	" 1,070.95 "	" 1,081.40 "	" 1,061.05 "	" 1,063.00 "
Tuesday	14-Aug-01	" 1,063.05 "	" 1,076.60 "	" 1,062.20 "	" 1,075.50 "
Thursday	16-Aug-01	" 1,075.20 "	" 1,083.70 "	" 1,072.95 "	" 1,078.95 "
Friday	17-Aug-01	" 1,079.00 "	" 1,084.00 "	" 1,067.60 "	" 1,069.20 "
Monday	20-Aug-01	" 1,062.50 "	" 1,067.95 "	" 1,061.00 "	" 1,063.75 "
Tuesday	21-Aug-01	" 1,063.65 "	" 1,071.20 "	" 1,062.30 "	" 1,068.70 "
Thursday	23-Aug-01	" 1,068.70 "	" 1,079.00 "	" 1,065.70 "	" 1,071.50 "
Friday	24-Aug-01	" 1,071.50 "	" 1,076.70 "	" 1,064.90 "	" 1,069.15 "
Monday	27-Aug-01	" 1,064.05 "	" 1,078.35 "	" 1,064.05 "	" 1,072.55 "
Tuesday	28-Aug-01	" 1,072.35 "	" 1,076.85 "	" 1,069.60 "	" 1,070.65 "
Wednesday	29-Aug-01	" 1,070.55 "	" 1,074.50 "	" 1,066.45 "	" 1,067.45 "
Thursday	30-Aug-01	" 1,068.30 "	" 1,070.25 "	" 1,061.90 "	" 1,064.15 "
Friday	31-Aug-01	" 1,064.10 "	" 1,064.10 "	" 1,051.75 "	" 1,053.75 "
Monday	3-Sep-01	" 1,054.65 "	" 1,059.90 "	" 1,046.35 "	" 1,048.05 "
Tuesday	4-Sep-01	" 1,048.20 "	" 1,053.25 "	" 1,043.30 "	" 1,048.20 "
Wednesday	5-Sep-01	" 1,047.25 "	" 1,051.55 "	" 1,043.30 "	" 1,045.00 "
Thursday	6-Sep-01	" 1,047.70 "	" 1,048.20 "	" 1,033.40 "	" 1,036.10 "
Friday	7-Sep-01	" 1,036.35 "	" 1,037.35 "	" 1,026.45 "	" 1,035.20 "
Monday	10-Sep-01	" 1,035.00 "	" 1,045.30 "	" 1,031.45 "	" 1,033.40 "
Tuesday	11-Sep-01	" 1,033.35 "	" 1,037.45 "	" 1,020.70 "	" 1,023.40 "
Wednesday	12-Sep-01	" 1,023.25 "	" 1,023.25 "	 957.95 	 982.20 
Thursday	13-Sep-01	 982.20 	 993.05 	 969.00 	 971.70 
Friday	14-Sep-01	 972.05 	 974.50 	 902.70 	 919.70 
Monday	17-Sep-01	 916.15 	 916.15 	 861.05 	 872.25 
Tuesday	18-Sep-01	 872.15 	 910.35 	 868.50 	 900.20 
Wednesday	19-Sep-01	 899.70 	 915.00 	 899.70 	 912.20 
Thursday	20-Sep-01	 910.20 	 910.35 	 873.70 	 898.80 
Friday	21-Sep-01	 903.75 	 903.75 	 849.95 	 854.20 
Monday	24-Sep-01	 853.00 	 878.60 	 853.00 	 869.05 
Tuesday	25-Sep-01	 869.15 	 893.35 	 858.85 	 861.40 
Wednesday	26-Sep-01	 861.35 	 877.00 	 859.20 	 873.70 
Thursday	27-Sep-01	 873.15 	 893.05 	 868.30 	 890.00 
Friday	28-Sep-01	 891.75 	 922.55 	 891.00 	 913.85 
Monday	1-Oct-01	 914.65 	 919.20 	 905.50 	 910.10 
Wednesday	3-Oct-01	 910.05 	 915.05 	 896.25 	 899.65 
Thursday	4-Oct-01	 899.65 	 914.25 	 899.65 	 911.65 
Friday	5-Oct-01	 911.60 	 919.75 	 903.05 	 914.60 
Monday	8-Oct-01	 911.20 	 913.05 	 884.65 	 901.95 
Tuesday	9-Oct-01	 903.00 	 914.30 	 902.55 	 912.70 
Wednesday	10-Oct-01	 915.50 	 942.80 	 912.90 	 940.35 
Thursday	11-Oct-01	 940.45 	 959.75 	 940.45 	 954.90 
Friday	12-Oct-01	 958.40 	 969.90 	 956.85 	 960.40 
Monday	15-Oct-01	 963.65 	 966.15 	 954.35 	 963.40 
Tuesday	16-Oct-01	 963.40 	 973.25 	 962.50 	 971.25 
Wednesday	17-Oct-01	 971.95 	 989.05 	 971.95 	 986.25 
Thursday	18-Oct-01	 984.20 	 984.50 	 969.35 	 972.05 
Friday	19-Oct-01	 972.20 	 981.00 	 970.85 	 976.65 
Monday	22-Oct-01	 980.05 	 994.15 	 973.20 	 976.40 
Tuesday	23-Oct-01	 976.75 	 994.15 	 976.55 	 993.20 
Wednesday	24-Oct-01	 992.95 	" 1,000.95 "	 987.40 	 991.20 
Thursday	25-Oct-01	 991.25 	 998.00 	 979.95 	 983.20 
Monday	29-Oct-01	 983.15 	 996.60 	 974.05 	 977.45 
Tuesday	30-Oct-01	 977.35 	 977.35 	 960.50 	 963.10 
Wednesday	31-Oct-01	 962.85 	 976.40 	 959.35 	 971.90 
Thursday	1-Nov-01	 973.55 	 997.30 	 973.55 	 994.00 
Friday	2-Nov-01	 994.25 	" 1,009.55 "	 991.95 	 997.60 
Monday	5-Nov-01	 997.25 	" 1,001.30 "	 987.85 	 991.05 
Tuesday	6-Nov-01	 991.20 	" 1,007.40 "	 991.15 	" 1,001.90 "
Wednesday	7-Nov-01	" 1,001.95 "	" 1,014.10 "	 984.45 	 987.50 
Thursday	8-Nov-01	 987.50 	" 1,001.15 "	 985.75 	 997.70 
Friday	9-Nov-01	 999.10 	" 1,008.95 "	 999.10 	" 1,004.05 "
Monday	12-Nov-01	" 1,004.55 "	" 1,014.25 "	" 1,003.60 "	" 1,010.90 "
Tuesday	13-Nov-01	" 1,010.95 "	" 1,013.25 "	 999.85 	" 1,005.40 "
Wednesday	14-Nov-01	" 1,005.45 "	" 1,017.20 "	" 1,004.70 "	" 1,015.80 "
Thursday	15-Nov-01	" 1,016.05 "	" 1,038.35 "	" 1,015.15 "	" 1,035.70 "
Monday	19-Nov-01	" 1,034.20 "	" 1,072.00 "	" 1,032.85 "	" 1,068.15 "
Tuesday	20-Nov-01	" 1,067.30 "	" 1,082.40 "	" 1,046.15 "	" 1,050.20 "
Wednesday	21-Nov-01	" 1,050.40 "	" 1,064.85 "	" 1,046.30 "	" 1,056.35 "
Thursday	22-Nov-01	" 1,056.45 "	" 1,075.90 "	" 1,056.45 "	" 1,062.45 "
Friday	23-Nov-01	" 1,063.05 "	" 1,075.05 "	" 1,057.30 "	" 1,059.00 "
Monday	26-Nov-01	" 1,059.25 "	" 1,084.65 "	" 1,059.25 "	" 1,080.60 "
Tuesday	27-Nov-01	" 1,087.60 "	" 1,097.60 "	" 1,071.05 "	" 1,076.05 "
Wednesday	28-Nov-01	" 1,076.15 "	" 1,082.30 "	" 1,067.65 "	" 1,070.80 "
Thursday	29-Nov-01	" 1,070.30 "	" 1,071.00 "	" 1,063.00 "	" 1,067.15 "
Monday	3-Dec-01	" 1,067.20 "	" 1,074.50 "	" 1,063.25 "	" 1,065.40 "
Tuesday	4-Dec-01	" 1,066.05 "	" 1,082.60 "	" 1,065.65 "	" 1,077.70 "
Wednesday	5-Dec-01	" 1,077.95 "	" 1,107.15 "	" 1,077.95 "	" 1,104.55 "
Thursday	6-Dec-01	" 1,105.10 "	" 1,132.65 "	" 1,105.10 "	" 1,110.45 "
Friday	7-Dec-01	" 1,110.90 "	" 1,122.65 "	" 1,109.65 "	" 1,112.30 "
Monday	10-Dec-01	" 1,112.15 "	" 1,123.55 "	" 1,112.15 "	" 1,115.25 "
Tuesday	11-Dec-01	" 1,112.15 "	" 1,122.85 "	" 1,107.70 "	" 1,110.20 "
Wednesday	12-Dec-01	" 1,110.65 "	" 1,121.55 "	" 1,104.75 "	" 1,107.65 "
Thursday	13-Dec-01	" 1,107.75 "	" 1,114.15 "	" 1,069.95 "	" 1,098.75 "
Friday	14-Dec-01	" 1,098.65 "	" 1,102.90 "	" 1,082.75 "	" 1,087.85 "
Tuesday	18-Dec-01	" 1,089.90 "	" 1,098.00 "	" 1,071.35 "	" 1,082.30 "
Wednesday	19-Dec-01	" 1,082.50 "	" 1,086.35 "	" 1,057.10 "	" 1,060.75 "
Thursday	20-Dec-01	" 1,060.45 "	" 1,064.80 "	" 1,047.50 "	" 1,062.00 "
Friday	21-Dec-01	" 1,061.80 "	" 1,061.80 "	" 1,043.65 "	" 1,050.85 "
Monday	24-Dec-01	" 1,051.00 "	" 1,055.00 "	" 1,032.60 "	" 1,048.50 "
Wednesday	26-Dec-01	" 1,048.90 "	" 1,058.30 "	" 1,030.50 "	" 1,034.25 "
Thursday	27-Dec-01	" 1,033.85 "	" 1,037.70 "	" 1,017.35 "	" 1,020.00 "
Friday	28-Dec-01	" 1,019.90 "	" 1,036.35 "	" 1,010.45 "	" 1,033.80 "
Monday	31-Dec-01	" 1,033.90 "	" 1,062.30 "	" 1,033.90 "	" 1,059.05 "
Tuesday	1-Jan-02	" 1,058.85 "	" 1,071.15 "	" 1,052.05 "	" 1,055.30 "
Wednesday	2-Jan-02	" 1,054.95 "	" 1,065.25 "	" 1,054.10 "	" 1,060.75 "
Thursday	3-Jan-02	" 1,063.45 "	" 1,074.85 "	" 1,062.90 "	" 1,072.25 "
Friday	4-Jan-02	" 1,072.40 "	" 1,099.25 "	" 1,072.40 "	" 1,096.20 "
Monday	7-Jan-02	" 1,093.05 "	" 1,111.55 "	" 1,093.05 "	" 1,100.15 "
Tuesday	8-Jan-02	" 1,100.55 "	" 1,114.55 "	" 1,097.90 "	" 1,109.90 "
Wednesday	9-Jan-02	" 1,110.00 "	" 1,119.40 "	" 1,098.70 "	" 1,102.80 "
Thursday	10-Jan-02	" 1,098.80 "	" 1,105.35 "	" 1,093.60 "	" 1,098.20 "
Friday	11-Jan-02	" 1,098.15 "	" 1,105.90 "	" 1,073.45 "	" 1,088.55 "
Monday	14-Jan-02	" 1,089.45 "	" 1,118.50 "	" 1,089.45 "	" 1,109.80 "
Tuesday	15-Jan-02	" 1,109.45 "	" 1,112.60 "	" 1,090.20 "	" 1,094.15 "
Wednesday	16-Jan-02	" 1,094.15 "	" 1,104.80 "	" 1,085.30 "	" 1,090.30 "
Thursday	17-Jan-02	" 1,090.25 "	" 1,116.05 "	" 1,078.95 "	" 1,109.20 "
Friday	18-Jan-02	" 1,109.55 "	" 1,121.75 "	" 1,089.05 "	" 1,093.15 "
Monday	21-Jan-02	" 1,093.25 "	" 1,099.80 "	" 1,082.65 "	" 1,091.35 "
Tuesday	22-Jan-02	" 1,091.35 "	" 1,099.00 "	" 1,090.00 "	" 1,092.85 "
Wednesday	23-Jan-02	" 1,092.85 "	" 1,096.95 "	" 1,087.50 "	" 1,089.40 "
Thursday	24-Jan-02	" 1,089.60 "	" 1,098.60 "	" 1,081.70 "	" 1,085.30 "
Friday	25-Jan-02	" 1,085.85 "	" 1,089.70 "	" 1,077.00 "	" 1,080.10 "
Monday	28-Jan-02	" 1,083.25 "	" 1,088.75 "	" 1,068.70 "	" 1,071.35 "
Tuesday	29-Jan-02	" 1,071.35 "	" 1,076.45 "	" 1,068.85 "	" 1,071.65 "
Wednesday	30-Jan-02	" 1,072.85 "	" 1,072.85 "	" 1,058.80 "	" 1,067.45 "
Thursday	31-Jan-02	" 1,067.65 "	" 1,082.00 "	" 1,067.65 "	" 1,075.40 "
Friday	1-Feb-02	" 1,076.95 "	" 1,088.05 "	" 1,076.95 "	" 1,081.65 "
Monday	4-Feb-02	" 1,083.05 "	" 1,086.95 "	" 1,074.15 "	" 1,076.90 "
Tuesday	5-Feb-02	" 1,076.25 "	" 1,081.20 "	" 1,069.40 "	" 1,074.25 "
Wednesday	6-Feb-02	" 1,074.40 "	" 1,117.10 "	" 1,074.00 "	" 1,113.10 "
Thursday	7-Feb-02	" 1,114.85 "	" 1,130.95 "	" 1,104.30 "	" 1,110.45 "
Friday	8-Feb-02	" 1,112.80 "	" 1,131.85 "	" 1,104.45 "	" 1,123.75 "
Monday	11-Feb-02	" 1,124.85 "	" 1,144.15 "	" 1,124.85 "	" 1,131.55 "
Tuesday	12-Feb-02	" 1,131.95 "	" 1,143.30 "	" 1,125.55 "	" 1,129.50 "
Wednesday	13-Feb-02	" 1,129.80 "	" 1,142.30 "	" 1,129.60 "	" 1,135.10 "
Thursday	14-Feb-02	" 1,135.50 "	" 1,151.65 "	" 1,133.85 "	" 1,150.00 "
Friday	15-Feb-02	" 1,150.65 "	" 1,164.10 "	" 1,150.30 "	" 1,159.95 "
Monday	18-Feb-02	" 1,159.85 "	" 1,177.05 "	" 1,156.70 "	" 1,172.85 "
Tuesday	19-Feb-02	" 1,172.85 "	" 1,178.10 "	" 1,155.10 "	" 1,158.90 "
Wednesday	20-Feb-02	" 1,158.45 "	" 1,158.45 "	" 1,134.65 "	" 1,145.95 "
Thursday	21-Feb-02	" 1,146.05 "	" 1,158.05 "	" 1,146.05 "	" 1,149.85 "
Friday	22-Feb-02	" 1,149.85 "	" 1,165.70 "	" 1,145.50 "	" 1,163.50 "
